"exposure","outcome","beta","se","t_value","p_value","n","df","p_fdr","sig_fdr05","sig_fdr01","sig_bonf"
"log_URXMEP","LBXSUA",-0.0490263584100684,0.0288864436690028,-1.69720990828224,0.14058007091438,1578,6,0.457943111747846,FALSE,FALSE,FALSE
"log_URXMCOH","LBXSUA",0.0213625805644196,0.0413837424737651,0.516207072812766,0.624174900457704,1578,6,0.847032817480009,FALSE,FALSE,FALSE
"log_URXMHNC","LBXSUA",0.0334728780230297,0.0349619822165256,0.957407901409205,0.375332207433813,1578,6,0.683427915354094,FALSE,FALSE,FALSE
"log_URXMHBP","LBXSUA",-0.107920385890655,0.0690797406930582,-1.56225812094717,0.169253952688816,1578,6,0.491705145579416,FALSE,FALSE,FALSE
"log_URXECP","LBXSUA",-0.0144101320079699,0.0618331198564288,-0.233048761592961,0.823470367090232,1578,6,0.937259790341026,FALSE,FALSE,FALSE
"log_URXP01","LBXSUA",-0.000448736243502438,0.0238112268333852,-0.0188455742596713,0.985575358362416,1555,6,0.997001912758468,FALSE,FALSE,FALSE
"log_URXP03","LBXSUA",-0.12595649925669,0.0427251678781171,-2.94806329646283,0.0256774145317735,1567,6,0.278534666107374,FALSE,FALSE,FALSE
"log_URXP04","LBXSUA",-0.0870687807660102,0.0528403426114598,-1.64777093529153,0.150497067464036,1578,6,0.469396370151993,FALSE,FALSE,FALSE
"log_URXP06","LBXSUA",0.0347815760679332,0.0818630363975589,0.424875225724834,0.685742355646749,1580,6,0.878200604135429,FALSE,FALSE,FALSE
"log_URXP10","LBXSUA",-0.0241573185058525,0.0491977961480965,-0.491024403473959,0.640850685192622,1579,6,0.855061372876883,FALSE,FALSE,FALSE
"log_URXUBA","LBXSUA",-0.174442270137108,0.0410863586479346,-4.24574666331198,0.00540541162859781,1589,6,0.144144310095942,FALSE,FALSE,FALSE
"log_URXUCD","LBXSUA",-0.150367228512014,0.0659521018117305,-2.2799459665631,0.062804395243672,1589,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXUCO","LBXSUA",-0.302418919876682,0.0635521644646346,-4.75859354947653,0.0031309118252099,1589,6,0.11342171140383,FALSE,FALSE,FALSE
"log_URXUCS","LBXSUA",-0.342046454718763,0.106966956089881,-3.1976833521499,0.0186545040313542,1589,6,0.241281872515371,FALSE,FALSE,FALSE
"log_URXUMO","LBXSUA",-0.103206648519156,0.0616932208631188,-1.67290096181143,0.14537470408846,1589,6,0.462118264652059,FALSE,FALSE,FALSE
"log_URXUMN","LBXSUA",-0.0720904566085498,0.0651425036065638,-1.10665775211756,0.310826439310642,1589,6,0.638221072924483,FALSE,FALSE,FALSE
"log_URXUPB","LBXSUA",-0.0673232786413683,0.0780373210806134,-0.862706173265772,0.421437993930971,1589,6,0.707434703842441,FALSE,FALSE,FALSE
"log_URXUSB","LBXSUA",-0.0386176941841381,0.0706628609239883,-0.546506236503487,0.604430241424004,1589,6,0.841104741367714,FALSE,FALSE,FALSE
"log_URXUSN","LBXSUA",0.0878583465714832,0.0399570679564701,2.19881865874637,0.0702163669602,1589,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXUTL","LBXSUA",-0.154184179712343,0.0577892936684036,-2.66804056469449,0.0371234927333058,1589,6,0.296987941866447,FALSE,FALSE,FALSE
"log_URXUTU","LBXSUA",-0.0560895955891469,0.041605554683071,-1.34812757614716,0.226283597893094,1589,6,0.560599365102891,FALSE,FALSE,FALSE
"log_URX2MH","LBXSUA",-0.112718909443591,0.0495398987674154,-2.27531570003392,0.063204784326824,1545,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URX34M","LBXSUA",-0.122813639101268,0.0533281680954544,-2.30297877252109,0.0608514993180235,1545,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXAAM","LBXSUA",-0.18680928891883,0.0481208145342063,-3.88208908612796,0.0081509661443339,1545,6,0.168278010721732,FALSE,FALSE,FALSE
"log_URXAMC","LBXSUA",-0.185580664984662,0.0495736869892737,-3.74353162444456,0.00958250305802633,1545,6,0.176907748763563,FALSE,FALSE,FALSE
"log_URXATC","LBXSUA",-0.135957562030943,0.0655744588840483,-2.07333105518033,0.0835016829754147,1545,6,0.36078492169164,FALSE,FALSE,FALSE
"log_URXBMA","LBXSUA",0.0411248932958927,0.0564611666318052,0.728374841491968,0.493819045099873,1545,6,0.761606476128831,FALSE,FALSE,FALSE
"log_URXBPM","LBXSUA",-0.0963463102547927,0.0252132721437708,-3.82125373118602,0.00874790286863604,1545,6,0.173236497965707,FALSE,FALSE,FALSE
"log_URXCEM","LBXSUA",0.039246437682204,0.0631974745632895,0.62101275333242,0.557430681984403,1545,6,0.810194481006854,FALSE,FALSE,FALSE
"log_URXCYHA","LBXSUA",-0.172153491509665,0.0602462646304835,-2.85749651975201,0.0288963027455661,1545,6,0.282606183171537,FALSE,FALSE,FALSE
"log_URXCYM","LBXSUA",-0.0489243675272129,0.0301109001120201,-1.62480587910696,0.155329497675792,1545,6,0.476795823199701,FALSE,FALSE,FALSE
"log_URXDHB","LBXSUA",0.113269287996543,0.160100399230082,0.707489103970084,0.505800304313459,1545,6,0.771968667950589,FALSE,FALSE,FALSE
"log_URXGAM","LBXSUA",-0.175345734282171,0.114351726291653,-1.53338948145789,0.176072490783888,1545,6,0.501300816489187,FALSE,FALSE,FALSE
"log_URXHEM","LBXSUA",-0.287276532168851,0.0501316399431258,-5.73044353814808,0.0012259057062391,1545,6,0.0713254229084567,FALSE,FALSE,FALSE
"log_URXHP2","LBXSUA",-0.106645575343912,0.0578164102498274,-1.84455546242133,0.114652027758009,1545,6,0.418501698280186,FALSE,FALSE,FALSE
"log_URXHPM","LBXSUA",-0.065201795230769,0.0623963620298466,-1.04496148669021,0.336301087401162,1545,6,0.656881631675409,FALSE,FALSE,FALSE
"log_URXIPM3","LBXSUA",-0.0636801529796559,0.0535258158853615,-1.18970915111397,0.279098993322396,1545,6,0.60756243444331,FALSE,FALSE,FALSE
"log_URXMAD","LBXSUA",-0.0520914574217639,0.0826490346771924,-0.630273028901316,0.551748890734326,1545,6,0.806208424817279,FALSE,FALSE,FALSE
"log_URXMB3","LBXSUA",-0.139776237503586,0.0535215597036523,-2.61158752243999,0.0400351068159219,1545,6,0.304633283671845,FALSE,FALSE,FALSE
"log_URXPHE","LBXSUA",-0.0426626098402407,0.0864719378442171,-0.493369420228552,0.639287879630816,1545,6,0.854163346479587,FALSE,FALSE,FALSE
"log_URXPHG","LBXSUA",-0.0111914675227692,0.0738329575364271,-0.151578209734422,0.884487796827378,1545,6,0.962693188869175,FALSE,FALSE,FALSE
"log_URXPMM","LBXSUA",-0.0589677372634897,0.0719218148446961,-0.819886669862563,0.443623489923912,1545,6,0.722440288934616,FALSE,FALSE,FALSE
"log_URXTTC","LBXSUA",-0.0633935626441679,0.0499517223912513,-1.26909663189654,0.25141277135941,1545,6,0.585106086072808,FALSE,FALSE,FALSE
"log_URX24D","LBXSUA",0.0126076032847509,0.0426749960954831,0.295433027258914,0.777620177865618,1586,6,0.916768485927766,FALSE,FALSE,FALSE
"log_URXCPM","LBXSUA",-0.0645225060373359,0.065152974862032,-0.990323253450343,0.36025718040829,1587,6,0.670500374967838,FALSE,FALSE,FALSE
"log_URX4FP","LBXSUA",-0.0373915629655138,0.0911368879784259,-0.410279128406987,0.695849164751032,1587,6,0.881286541109486,FALSE,FALSE,FALSE
"log_URXOPM","LBXSUA",-0.0418307089633501,0.0389527134290702,-1.07388434029174,0.324152800191251,1585,6,0.648411375420114,FALSE,FALSE,FALSE
"log_URXOXY","LBXSUA",-0.0245601826238962,0.0587151184478635,-0.418294014780955,0.690290749465583,1587,6,0.879646239954995,FALSE,FALSE,FALSE
"log_URXPAR","LBXSUA",0.0918640461988091,0.0501996241923223,1.8299747792307,0.116992221462092,1587,6,0.418936050846295,FALSE,FALSE,FALSE
"log_URXTCC","LBXSUA",-0.0203826889309141,0.0474293160778659,-0.429748742264201,0.682383439320043,1586,6,0.878134184647777,FALSE,FALSE,FALSE
"log_URXMAL","LBXSUA",-0.201130552168807,0.0818646034106216,-2.45686833856586,0.0493286624538531,1587,6,0.333891979683555,FALSE,FALSE,FALSE
"log_URXOP1","LBXSUA",-0.0231043026880943,0.0311550147894979,-0.741591774043469,0.486337072410868,1580,6,0.754254587260797,FALSE,FALSE,FALSE
"log_URXOP2","LBXSUA",-0.0270783385325797,0.0507217392467709,-0.533860607595462,0.612627749454699,1580,6,0.844893503635129,FALSE,FALSE,FALSE
"log_URXOP3","LBXSUA",-0.0299584532955379,0.0293488942477394,-1.02076940421172,0.346744678664023,1578,6,0.661121929528227,FALSE,FALSE,FALSE
"log_URXOP4","LBXSUA",0.000109166195261717,0.0337639778138265,0.00323321487366376,0.997525090446506,1572,6,0.999355629490268,FALSE,FALSE,FALSE
"log_URXOP5","LBXSUA",-0.102605645938728,0.0364329636482205,-2.81628601311274,0.0305028039687479,1581,6,0.282606183171537,FALSE,FALSE,FALSE
"log_URXOP6","LBXSUA",0.0253195194880823,0.203441345630739,0.12445611490419,0.90501906162865,1581,6,0.967557866263901,FALSE,FALSE,FALSE
"log_URXBCPP","LBXSUA",0.0421013330394175,0.0424288955153759,0.992279731254384,0.359376430164903,1577,6,0.670500374967838,FALSE,FALSE,FALSE
"log_URXBCEP","LBXSUA",-0.0200993002967898,0.0485682511537675,-0.41383619585468,0.693379714870362,1580,6,0.881064892489144,FALSE,FALSE,FALSE
"log_URXBDCP","LBXSUA",-0.0527427830232478,0.0323743285921788,-1.62915449730716,0.154403166377063,1577,6,0.475863728694011,FALSE,FALSE,FALSE
"log_URXDBUP","LBXSUA",-0.0206203148389141,0.0533966341505454,-0.386172558756748,0.712691342896974,1578,6,0.890236002747166,FALSE,FALSE,FALSE
"log_URXDPHP","LBXSUA",-0.0550663048713869,0.0438806433361519,-1.25491106521721,0.256176281760659,1581,6,0.590773550681963,FALSE,FALSE,FALSE
"log_URXTBBA","LBXSUA",0.0338960153443912,0.107141694051204,0.316366244201738,0.762441613813575,1581,6,0.913220734888078,FALSE,FALSE,FALSE
"log_LBXPFHS","LBXSBU",0.0136077386704675,0.162768783143378,0.0836016489628782,0.935713728718523,1589,7,0.977991485650279,FALSE,FALSE,FALSE
"log_LBXPFNA","LBXSBU",0.0438107987371989,0.242502248590664,0.180661412386118,0.861752597666014,1589,7,0.953090430598356,FALSE,FALSE,FALSE
"log_LBXPFDE","LBXSBU",0.121939745484135,0.324874938497289,0.375343650846593,0.718519712483656,1589,7,0.890648086342727,FALSE,FALSE,FALSE
"log_LBXPFUA","LBXSBU",0.498608597265805,0.331704763013669,1.50316984518325,0.176499662472235,1589,7,0.501300816489187,FALSE,FALSE,FALSE
"log_LBXMPAH","LBXSBU",0.263786031413565,0.263692631145229,1.00035420128325,0.350456822439499,1589,7,0.664041448087239,FALSE,FALSE,FALSE
"log_LBXBPB","LBXSBU",-0.169431352731168,0.166682493388938,-1.0164915900065,0.343234476742058,4832,7,0.658609025352032,FALSE,FALSE,FALSE
"log_LBXBCD","LBXSBU",-0.437380462337791,0.152205678247269,-2.87361462052181,0.0238683653457019,4832,7,0.266437566649695,FALSE,FALSE,FALSE
"log_LBXTHG","LBXSBU",0.399406940715982,0.0942181460907769,4.23917214770032,0.00384424204395201,4832,7,0.117846042323049,FALSE,FALSE,FALSE
"log_LBXBSE","LBXSBU",-1.56734060974379,0.985339093840997,-1.59066114349941,0.155711648454429,4832,7,0.476795823199701,FALSE,FALSE,FALSE
"log_LBXBMN","LBXSBU",-1.29114145943979,0.339326205703179,-3.8050154622281,0.00667105773280676,4832,7,0.150064860385918,FALSE,FALSE,FALSE
"log_URXMZP","LBXSBU",0.115448813497284,0.221883156133826,0.520313553804204,0.621478221840836,1578,6,0.846500730919285,FALSE,FALSE,FALSE
"log_URXMNP","LBXSBU",0.238435274966577,0.30832077568793,0.773335090490017,0.46868658037798,1578,6,0.741726888877383,FALSE,FALSE,FALSE
"log_URXMC1","LBXSBU",0.798597031714377,0.236219163960332,3.38074616100361,0.0148441199531485,1578,6,0.208034381825146,FALSE,FALSE,FALSE
"log_URXMHH","LBXSBU",0.406370817716328,0.176283704705954,2.30520919896803,0.0606657707639047,1578,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXMOH","LBXSBU",0.514737815107046,0.18253192144213,2.81998792890721,0.0303546355525833,1578,6,0.282606183171537,FALSE,FALSE,FALSE
"log_URXMHP","LBXSBU",0.728275210534665,0.263522426082583,2.76361758413091,0.0326971982130984,1578,6,0.282606183171537,FALSE,FALSE,FALSE
"log_URXMIB","LBXSBU",-0.0153902213847097,0.223489696382207,-0.0688632256155098,0.94733612695265,1578,6,0.981060066747081,FALSE,FALSE,FALSE
"log_URXMEP","LBXSBU",-0.0215523824918229,0.131900451958334,-0.163398852481803,0.875569264316214,1578,6,0.96062456427836,FALSE,FALSE,FALSE
"log_URXMCOH","LBXSBU",0.340833529075055,0.180327781308908,1.89007776062633,0.107640502234767,1578,6,0.403979419638322,FALSE,FALSE,FALSE
"log_URXMHNC","LBXSBU",0.22707353406353,0.164005757518824,1.3845461128855,0.215481860129066,1578,6,0.550240912891206,FALSE,FALSE,FALSE
"log_URXMHBP","LBXSBU",0.230925984826142,0.247919581552308,0.931455205676927,0.38756264268865,1578,6,0.692434564294017,FALSE,FALSE,FALSE
"log_URXECP","LBXSBU",0.461681390347067,0.189258632333206,2.4394205149609,0.0505114534366145,1578,6,0.335577822139445,FALSE,FALSE,FALSE
"log_URXP01","LBXSBU",0.127483254010544,0.118997420119643,1.07131107449531,0.325218830484151,1555,6,0.648411375420114,FALSE,FALSE,FALSE
"log_URXP03","LBXSBU",-0.010030542361565,0.204763038950359,-0.0489860983358267,0.962520316155997,1567,6,0.988256153486371,FALSE,FALSE,FALSE
"log_URXP04","LBXSBU",0.0712593136922371,0.209810803280563,0.339636055808565,0.745703936820545,1578,6,0.901419604608749,FALSE,FALSE,FALSE
"log_URXP06","LBXSBU",0.0766036402172037,0.228709346851553,0.334938826382659,0.74907072941507,1580,6,0.903969704888079,FALSE,FALSE,FALSE
"log_URXP10","LBXSBU",0.385240887134586,0.206502846597394,1.86554758678783,0.111364063390091,1579,6,0.411190387901876,FALSE,FALSE,FALSE
"log_URXUBA","LBXSBU",-0.248469125133787,0.182777248783198,-1.35940948224092,0.222886159076166,1589,6,0.557133766372052,FALSE,FALSE,FALSE
"log_URXUCD","LBXSBU",-1.02293388958937,0.13685873449449,-7.47437782007665,0.000296077483266768,1589,6,0.0334393392865997,TRUE,FALSE,FALSE
"log_URXUCO","LBXSBU",0.280693553317607,0.289783527261058,0.968631847264175,0.370136992345368,1589,6,0.680060311294839,FALSE,FALSE,FALSE
"log_URXUCS","LBXSBU",-1.08331603779271,0.30244579405671,-3.58185188579472,0.0116171786253736,1589,6,0.189025279328113,FALSE,FALSE,FALSE
"log_URXUMO","LBXSBU",0.480830584689003,0.219796056513677,2.18762152659041,0.0713081747007449,1589,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXUMN","LBXSBU",0.416690138591974,0.355806730550019,1.17111370531929,0.285952565076718,1589,6,0.612625679059817,FALSE,FALSE,FALSE
"log_URXUPB","LBXSBU",-0.597193519415703,0.33014648394521,-1.80887438896611,0.120462665327578,1589,6,0.423604976976097,FALSE,FALSE,FALSE
"log_URXUSB","LBXSBU",0.266476201904047,0.287772780639364,0.925995159486587,0.390174541893311,1589,6,0.693643630032554,FALSE,FALSE,FALSE
"log_URXUSN","LBXSBU",0.048865374610295,0.121601857935223,0.401847269770544,0.701719180002132,1589,6,0.88308466892669,FALSE,FALSE,FALSE
"log_URXUTL","LBXSBU",0.0221455437522842,0.412861947545234,0.0536391011183171,0.958964071635613,1589,6,0.986605897412996,FALSE,FALSE,FALSE
"log_URXUTU","LBXSBU",0.732541007949531,0.202114624181924,3.62438398960269,0.0110390819376478,1589,6,0.185921380002489,FALSE,FALSE,FALSE
"log_URX2MH","LBXSBU",0.110925680569252,0.165638295494069,0.669686199307839,0.527973603577675,1545,6,0.788878847368977,FALSE,FALSE,FALSE
"log_URX34M","LBXSBU",0.00924892117314871,0.2055384908214,0.0449984873207298,0.965568763944948,1545,6,0.989270024959605,FALSE,FALSE,FALSE
"log_URXAAM","LBXSBU",-0.104462965049167,0.297017071890388,-0.351706938541628,0.737080337550232,1545,6,0.899106892056192,FALSE,FALSE,FALSE
"log_URXAMC","LBXSBU",-0.778633782018414,0.214717477803508,-3.6263176616249,0.011013567289771,1545,6,0.185921380002489,FALSE,FALSE,FALSE
"log_URXATC","LBXSBU",1.04028956673349,0.188217416457241,5.52706325649634,0.00147719450724996,1545,6,0.0787837070533313,FALSE,FALSE,FALSE
"log_URXBMA","LBXSBU",0.39435594790944,0.223021067876485,1.76824526787687,0.127433063244737,1545,6,0.43691335969624,FALSE,FALSE,FALSE
"log_URXBPM","LBXSBU",0.14892915903411,0.141678141154754,1.05117951026359,0.33365846609141,1545,6,0.654455215407342,FALSE,FALSE,FALSE
"log_URXCEM","LBXSBU",0.689736646062162,0.281269835558819,2.45222401716776,0.0496406275150308,1545,6,0.333891979683555,FALSE,FALSE,FALSE
"log_URXCYHA","LBXSBU",-0.0900557649257062,0.211945352209419,-0.424900871790404,0.685724659211491,1545,6,0.878200604135429,FALSE,FALSE,FALSE
"log_URXCYM","LBXSBU",-0.154141806093671,0.178782353626472,-0.862175729131064,0.421707722716766,1545,6,0.707434703842441,FALSE,FALSE,FALSE
"log_URXDHB","LBXSBU",0.0799451233152991,0.604105576121921,0.132336343969062,0.899044686250044,1545,6,0.966053726078097,FALSE,FALSE,FALSE
"log_URXGAM","LBXSBU",0.0411429704728263,0.384756869256628,0.10693238707425,0.918328465642498,1545,6,0.971990437725246,FALSE,FALSE,FALSE
"log_URXHEM","LBXSBU",-0.646089042972226,0.283608144883522,-2.27810468291584,0.062963298646858,1545,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXHP2","LBXSBU",0.612526086000871,0.25029392231821,2.44722716527707,0.0499785924987651,1545,6,0.333891979683555,FALSE,FALSE,FALSE
"log_URXHPM","LBXSBU",-0.327681408866513,0.198962177073313,-1.64695327366553,0.15066661901539,1545,6,0.469396370151993,FALSE,FALSE,FALSE
"log_URXIPM3","LBXSBU",0.272799002595041,0.196018563606751,1.39169983482955,0.213415866283568,1545,6,0.548538772777043,FALSE,FALSE,FALSE
"log_URXMAD","LBXSBU",0.545712319050675,0.210916415615205,2.58733924269921,0.0413594879877834,1545,6,0.307498134581868,FALSE,FALSE,FALSE
"log_URXMB3","LBXSBU",0.707033255014384,0.229891757072738,3.07550502905016,0.0217879665252927,1545,6,0.257061278691952,FALSE,FALSE,FALSE
"log_URXPHE","LBXSBU",0.406992371043105,0.218716750740166,1.86081939159114,0.112096370117708,1545,6,0.413099866844527,FALSE,FALSE,FALSE
"log_URXPHG","LBXSBU",1.44727242106657,0.296710577459733,4.8777243920904,0.00277260503918353,1545,6,0.106468033504648,FALSE,FALSE,FALSE
"log_URXPMM","LBXSBU",0.394310750489107,0.274463956769398,1.43665767676884,0.200840975379833,1545,6,0.528066938225773,FALSE,FALSE,FALSE
"log_URXTTC","LBXSBU",0.26791089170994,0.215324996672349,1.24421639777201,0.259819744174665,1545,6,0.593873700970662,FALSE,FALSE,FALSE
"log_URX24D","LBXSBU",-0.0221483189374858,0.236314342874947,-0.0937239723498555,0.928379825428365,1586,6,0.975637254965769,FALSE,FALSE,FALSE
"log_URXCPM","LBXSBU",0.106389581739643,0.213622824314931,0.498025349495421,0.636191007138815,1587,6,0.853260341019172,FALSE,FALSE,FALSE
"log_URX4FP","LBXSBU",1.07669795253101,0.528780982993627,2.0361888705517,0.0879071060625986,1587,6,0.369963313413262,FALSE,FALSE,FALSE
"log_URXOPM","LBXSBU",0.0762315623200207,0.165260229337381,0.461281958918214,0.660845226885704,1585,6,0.863732359169879,FALSE,FALSE,FALSE
"log_URXOXY","LBXSBU",-0.651925728543577,0.255295128087657,-2.55361601855456,0.0432792288689259,1587,6,0.3164419042432,FALSE,FALSE,FALSE
"log_URXPAR","LBXSBU",0.250821498577343,0.209937827403875,1.1947418036999,0.277268570078145,1587,6,0.607548780520565,FALSE,FALSE,FALSE
"log_URXTCC","LBXSBU",0.210996597295275,0.22499010267385,0.937803906872918,0.384542620935866,1586,6,0.689476290460362,FALSE,FALSE,FALSE
"log_URXMAL","LBXSBU",1.11776651590812,0.303208084161219,3.68646673455379,0.0102516355318957,1587,6,0.183954581506913,FALSE,FALSE,FALSE
"log_URXOP1","LBXSBU",0.251040423680966,0.177864342681625,1.41141512624779,0.207815234348306,1580,6,0.540657520255755,FALSE,FALSE,FALSE
"log_URXOP2","LBXSBU",-0.0235146286989169,0.137653855549856,-0.170824337647414,0.869976957595572,1580,6,0.956675692201316,FALSE,FALSE,FALSE
"log_URXOP3","LBXSBU",0.398264195608297,0.116723080460564,3.41204322261572,0.0142827099666856,1578,6,0.206186489744634,FALSE,FALSE,FALSE
"log_URXOP4","LBXSBU",0.128598570024823,0.12953604737182,0.992762807218395,0.359159226780133,1572,6,0.670500374967838,FALSE,FALSE,FALSE
"log_URXOP5","LBXSBU",0.586179773353741,0.155421326924185,3.77155300983681,0.00927180456232165,1581,6,0.176256086729283,FALSE,FALSE,FALSE
"log_URXOP6","LBXSBU",-0.00685469385327545,0.508205132692824,-0.0134880453035854,0.989675731272392,1581,6,0.997001912758468,FALSE,FALSE,FALSE
"log_URXBCPP","LBXSBU",0.287223981774571,0.334220698160451,0.859384183431637,0.423129323542515,1577,6,0.707434703842441,FALSE,FALSE,FALSE
"log_URXBCEP","LBXSBU",-0.0746691902931597,0.153833219508886,-0.485390545238161,0.644613538422731,1580,6,0.856510722333318,FALSE,FALSE,FALSE
"log_URXBDCP","LBXSBU",-0.145707537276614,0.148831201655287,-0.979012032800029,0.365382772704334,1577,6,0.677662767942289,FALSE,FALSE,FALSE
"log_URXDBUP","LBXSBU",0.140924997410121,0.230228370073215,0.612109608235098,0.562927231979991,1578,6,0.81486764240992,FALSE,FALSE,FALSE
"log_URXDPHP","LBXSBU",0.136504873450906,0.242457434987966,0.563005516649473,0.593829034370772,1581,6,0.833049365547937,FALSE,FALSE,FALSE
"log_URXTBBA","LBXSBU",-0.536715679908822,0.349076010032614,-1.53753241266473,0.175078298755947,1581,6,0.501300816489187,FALSE,FALSE,FALSE
"log_LBXPFHS","LBXGH",-0.0646879799197787,0.0362968093207468,-1.78219466477468,0.117916007393692,1596,7,0.418936050846295,FALSE,FALSE,FALSE
"log_LBXPFNA","LBXGH",-0.0239110496963824,0.031267373853594,-0.764728429331585,0.469423936487565,1596,7,0.741726888877383,FALSE,FALSE,FALSE
"log_LBXPFDE","LBXGH",-0.0627719323683194,0.0398491255905168,-1.57523989392775,0.159203505099169,1596,7,0.481371228016384,FALSE,FALSE,FALSE
"log_LBXPFUA","LBXGH",-0.0179605423418999,0.0363531378244284,-0.494057553673698,0.636390004343466,1596,7,0.853260341019172,FALSE,FALSE,FALSE
"log_LBXMPAH","LBXGH",0.038492572386114,0.0347416318326585,1.10796673488231,0.304488319375583,1596,7,0.632703001299913,FALSE,FALSE,FALSE
"log_LBXBPB","LBXGH",-0.189035197919653,0.0291074713606084,-6.49438749171036,0.000335902220644618,4874,7,0.034808168088445,TRUE,FALSE,FALSE
"log_LBXBCD","LBXGH",-0.0164880817133089,0.0281528166165145,-0.585663663352142,0.576487885730496,4874,7,0.820200135899391,FALSE,FALSE,FALSE
"log_LBXTHG","LBXGH",-0.0194387516701517,0.00953240974621118,-2.03922745535335,0.0808049504665872,4874,7,0.358241334999268,FALSE,FALSE,FALSE
"log_LBXBSE","LBXGH",0.0821136831615347,0.15524237593767,0.528938588227376,0.613199480991676,4874,7,0.844893503635129,FALSE,FALSE,FALSE
"log_LBXBMN","LBXGH",-0.0273297432520315,0.0369942646742848,-0.738756223232321,0.484083340987531,4874,7,0.75417857193172,FALSE,FALSE,FALSE
"log_URXMZP","LBXGH",-0.0162163435559503,0.0228131092024569,-0.710834433484577,0.503868261881445,1596,6,0.771472936851973,FALSE,FALSE,FALSE
"log_URXMNP","LBXGH",0.00215744910371181,0.0357442239773665,0.0603579785387963,0.953830748715125,1596,6,0.985659331287966,FALSE,FALSE,FALSE
"log_URXMC1","LBXGH",0.0374320268441356,0.0325069990558979,1.15150668875244,0.29333409134871,1596,6,0.620658052184302,FALSE,FALSE,FALSE
"log_URXMHH","LBXGH",0.0715776479817111,0.0322614322561729,2.21867545784535,0.0683223765940807,1596,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXMOH","LBXGH",0.0776269401935841,0.0334662905848595,2.31955615148765,0.0594851152033631,1596,6,0.352012916759203,FALSE,FALSE,FALSE
"log_URXMHP","LBXGH",0.0701415845537048,0.0285882540217723,2.4535106096471,0.0495539980203496,1596,6,0.333891979683555,FALSE,FALSE,FALSE
"log_URXMIB","LBXGH",0.00401864524358491,0.0303118774574139,0.132576586495865,0.898862658639735,1596,6,0.966053726078097,FALSE,FALSE,FALSE
"log_URXMEP","LBXGH",0.0579567441407048,0.0337947832732218,1.71496126109583,0.137175996776846,1596,6,0.45302364895915,FALSE,FALSE,FALSE
"log_URXMCOH","LBXGH",0.0677538583387653,0.0336108588891198,2.01583239994792,0.0904209391896454,1596,6,0.375451121724667,FALSE,FALSE,FALSE
"log_URXMHNC","LBXGH",0.041509180014002,0.0254793169292581,1.62913237153295,0.154407866133525,1596,6,0.475863728694011,FALSE,FALSE,FALSE
"log_URXMHBP","LBXGH",-0.0398896949745174,0.0255351755449982,-1.56214688652614,0.169279740222913,1596,6,0.491705145579416,FALSE,FALSE,FALSE
"log_URXECP","LBXGH",0.0898638280690845,0.0341164198199569,2.63403453654645,0.0388492596583299,1596,6,0.301294910506596,FALSE,FALSE,FALSE
"log_URXP01","LBXGH",-0.0200910038642857,0.0145430243285119,-1.3814873310015,0.216370775642115,1565,6,0.550240912891206,FALSE,FALSE,FALSE
"log_URXP03","LBXGH",0.011031381181745,0.0260711394482296,0.423126162308724,0.686949768574083,1577,6,0.878200604135429,FALSE,FALSE,FALSE
"log_URXP04","LBXGH",0.00717909583857352,0.0268185850582021,0.267691074044113,0.797901492123166,1588,6,0.923785525363014,FALSE,FALSE,FALSE
"log_URXP06","LBXGH",0.0118027144798297,0.0371806654522749,0.317442260278521,0.761664449917573,1590,6,0.913220734888078,FALSE,FALSE,FALSE
"log_URXP10","LBXGH",0.0234344420672888,0.0581686299164261,0.402870793088272,0.701005418260646,1589,6,0.88308466892669,FALSE,FALSE,FALSE
"log_URXUBA","LBXGH",0.0507219299174295,0.0592719035610015,0.855749973766703,0.424985367759307,1599,6,0.707434703842441,FALSE,FALSE,FALSE
"log_URXUCD","LBXGH",0.0297054194843201,0.0305379682368164,0.972737257893517,0.368250888810256,1599,6,0.679194722877706,FALSE,FALSE,FALSE
"log_URXUCO","LBXGH",0.0122263096642364,0.0492155014621597,0.248423957919779,0.812090681116579,1599,6,0.93152672694103,FALSE,FALSE,FALSE
"log_URXUCS","LBXGH",0.175972567841535,0.0680700191127446,2.58516994905012,0.0414802171128666,1599,6,0.307498134581868,FALSE,FALSE,FALSE
"log_URXUMO","LBXGH",0.0426450399438408,0.0525420765473939,0.811635982932159,0.447994059774963,1599,6,0.725251766246146,FALSE,FALSE,FALSE
"log_URXUMN","LBXGH",0.0502421866209935,0.0536243112122621,0.9369292674384,0.384957595507036,1599,6,0.689476290460362,FALSE,FALSE,FALSE
"log_URXUPB","LBXGH",-0.0209529707081305,0.0543431403555579,-0.385567903714042,0.713116131367261,1599,6,0.890236002747166,FALSE,FALSE,FALSE
"log_URXUSB","LBXGH",0.0136983408103171,0.0360057170705137,0.380449048785509,0.716716786070584,1599,6,0.890648086342727,FALSE,FALSE,FALSE
